Marca temporal,"Imagine que está en una conferencia de Educación. Un colega que trabaja en otra Institución Educativa le pregunta si recientemente probó algo diferente con sus alumnos que produjo resultados positivos, negativos, interesantes o mixtos.  Comparta aquí lo que le contaría a su colega:",Sugiera un #hashtag o título para su respuesta anterior:,P1 Mi experiencia produjo…,Pensando en la experiencia/ejemplo que compartí…Me enfoqué en…,Mi foco estuvo en cultivar en los estudiantes…,Los estudiantes aprenden a través de…,Lo que hice fue a pesar de…, Las decisiones fueron influenciadas por…,Mi papel como maestro fue…,Pensando en la experiencia/ejemplo que acabo de compartir… A los estudiantes de les animó a aprender…,El aprendizaje fue…,Las decisiones fueron influenciadas por…,Institución Educativa,Tipo,Esta situación me generó una sensación de…, Esta situación pasa…,Esta situación está relacionada con…,Grado en el que enseña, Género, Edad, El nivel de educación
10/16/2020 10:13:23,"Realicé el acto cívico de las identidades con otra compañera, en él integramos a las estudiantes de grado noveno de las cuales somos directoras de grupo. Para esto primero les contamos por qué ya no hablamos de día de la raza sino el día de las identidades, les contamos historias bonitas tanto de los pueblos identificados como negritudes, como la importancia de las trenzas como forma de escape para los esclavos en las épocas coloniales, analizamos algunos mitos indígenas sobre el origen de  nuestra tierra y observamos cuantos pueblos indígenas habían actualmente en Colombia y las luchas que estos pueblos han tenido que dar para ser reconocidos.  Los resultados fueron mixtos, algunas se tomaron muy en serio la idea de hablar sobre las identidades, destruir estereotipos de ""raza"", investigaron mujeres colombianas que lucharon contra estos estereotipos y llegaron muy lejos. Sin embargo otras, en pleno acto seguían utilizando el término día de la raza, otras estaban más preocupadas por su cabello estuviera liso que por la idea que trasmitían.",#TodosTenemosIgualValor,Resultados mixtos,El desarrollo social del alumno,Comprensión del mundo que los rodea,Reflexionar y comprender,Habilidades y capacitación,Maestros y rectores,Abrir nuevos mundos para los estudiantes,Individual/independientemente,Liderado por el maestro,Prácticas establecidas,I.E.  LA PRESENTACIÓN,,,,,,,,
10/16/2020 10:14:34,"Le contaría que si, constantemente estoy en búsqueda de herramientas que quizás le funcionan a mis compañeros para emplearlo en mis actividades académicas.  
En ocasiones los profes no compartimos o pedimos estrategias porque creemos que nos van a decir que somos malos docentes y no tenemos manejo de grupo.
",#Porelfuturodetod@S,Resultados interesantes,Estimular el aprendizaje y transmitir prácticas,Habilidades de vida prácticas/pensando en futura empleabilidad,Reflexionar y comprender,Habilidades y capacitación,Maestros y rectores,Ayudar a los estudiantes a alcanzar los objetivos,Individual/independientemente,Liderado por el maestro,Necesidades emergentes,I.E.  LA PRESENTACIÓN,,,,,,,,
10/16/2020 10:14:41,"Te cuento que he venido trabajando una metodología que apropia a los estudiantes de su proceso educativo y hace que el proceso de aprendizaje sea más eficiente y genere mayor satisfacción sobre el mismo en los estudiantes.  Todo inició cuando en la maestría en el 2015 comencé a leer un libro de Jaques Ranciére que se llama ""el maestro ignorante"", comencé a realizar experimentos pedagógicos con grandes resultados y mi método ha evolucionado mucho desde esa época, obteniendo mayor enganche, y como te dije, satisfacción por parte de la mayoría de los estudiantes. Básicamente el método consiste en generarle a los estudiantes necesidades de aprendizaje para que ellos sientan el impulso de saciarse en este sentido y uno como maestro lo que va es acompañando. Lo mejor es que, a diferencia de una clase tradicional en la que la mayor parte del tiempo el docente es el protagonista, en esto que intento describirte es el estudiante el centro de la clase... la actividad principal es la investigación y socialización de conocimientos por parte del estudiante y uno va retroalimentando y sembrando más dudas frente a lo que ellos van diciendo. Leyendo leyendo me di cuenta que hoy en día a eso le denominan clase invertida o en inglés ""flipped classroom"". Hay muchas más cosas que pudiera contarte sobre esto, de hecho quisiera publicar mi experiencia para que otros profes conozcan sobre los beneficios para los estudiantes y también para los docentes de este tipo de métodos. Una de las cosas con las que hay que tener cuidado es la resistencia de algunos estudiantes que están enseñados a las clases pasivas-unidireccionales-explicativas porque esto les permite a ellos tener mayor comodidad e inclusive pueden desconectarse de la clase sin que nadie lo note, yo en algunos casos sigo usando las clases tradicionales pero mayormente mis clases son de tipo invertida.",Flippedclassroom    y   Clasecentradaenelestudiante,Resultados positivos,Estimular el aprendizaje y transmitir prácticas,Habilidades de vida prácticas/pensando en futura empleabilidad,Reflexionar y comprender,"Recursos educativos (ej.. tecnología, fondos, etc.)",Estudiantes y padres,Abrir nuevos mundos para los estudiantes,Individual/independientemente,Liderado por el estudiante,Necesidades emergentes,I.E.  LA PRESENTACIÓN,,,,,,,,
10/16/2020 10:15:02,"La experiencia motivadora fue trabajar partiendo de la experiencia vivencial con respeto a un  vídeo; realizando una receta con papá y mamá se motivaron demaciado con solo dar las instrucciones para el experimento. 
Pienso q en estos momentos de pandemia ellas están en casa pero les falta más acercamiento con sus padres y este trabajo fue una experiencia muy significativa para ellas y sus padres.",Estudio y felicidad en familia,Resultados mixtos,El desarrollo social del alumno,Habilidades de vida prácticas/pensando en futura empleabilidad,Experimentar y crear,Habilidades y capacitación,Estudiantes y padres,Dar soporte emocional a los estudiantes,Socialmente/en grupo,Liderado por el maestro,Prácticas establecidas,I.E.  LA PRESENTACIÓN,,,,,,,,
10/16/2020 10:15:27,"Era un día cotidiano en la Institución Educativa La Presentación, cuando en la clase de lengua castellana la maestra identifico que algunas niñas se les dificultaba presentar las tareas propuestas a tiempo en la plataforma, primero pensó que se debía a un asunto de manejo de la plataforma, pero recordó que todas las niñas y los padres de familia habían recibido capacitación al respecto por lo que pensó en una estrategia pedagógica que le permitiera a las niñas recordar sus actividades y en caso de tener duda sobre algún tema podía acudir a la madrina. ¿pero en que consiste el padrinaje? consiste en que las niñas que sacaron mejor desempeño deben acompañar aquellas que presentan más dificultades.",El creador de experiencias ,Resultados positivos,Estimular el aprendizaje y transmitir prácticas,Comprensión del mundo que los rodea,Reflexionar y comprender,Las restricciones de tiempo,Estudiantes y padres,Ayudar a los estudiantes a alcanzar los objetivos,Socialmente/en grupo,Liderado por el estudiante,Necesidades emergentes,I.E.  LA PRESENTACIÓN,,,,,,,,
10/16/2020 10:16:37,"La experiencia positiva con el manejo de las fichas interactivas y el manejo de los podcast. me gusto mucho aprender sobre nuevas maneras de llegarles a las niñas y de utilizar nuevas herramientas para llegar a los niños con contenidos mas llamativos y que superen las dificultades de conectividad y de interacción que se pueden tener con las niñas. el potcast ayuda al mejoramiento de la atención, concentración y desarrollo del lenguaje.",#podcast,Resultados positivos,Estimular el aprendizaje y transmitir prácticas,Habilidades de vida prácticas/pensando en futura empleabilidad,Aplicar lo aprendido haciendo cosas concretas,"Recursos educativos (ej.. tecnología, fondos, etc.)",La IE y la Secretaría,Abrir nuevos mundos para los estudiantes,Socialmente/en grupo,Liderado por el maestro,Necesidades emergentes,I.E.  LA PRESENTACIÓN,,,,,,,,
10/16/2020 10:16:52,"Últimamente he venido trabajando en mis clases el ABP, (Aprendizaje basado en problemas), la estrategia didáctica consiste en plantear a las estudiantes una situación problemática de su contexto (área de matemáticas) y pedirles que la resuelvan,  generalmente utilizó temas como los trabajos y/o negocios o empresas de sus papas, las estudiantes empiezan a manifestar que la pregunta es interesante y que hace parte de su diario vivir pero que no tienen las herramientas para brindar una solución, es allí donde utilizo la situación problemática como excusa para desarrollar las temática de la clase, desarrollando las competencias necesarias en las estudiantes para resolver el problema planteado inicialmente.
en ocasiones se puede resolver el problema el mismo día y en otras ocasiones pueden pasar hasta dos o tres semanas tratando de resolver el problema.
Al final las estudiantes pueden visualizar la importancia de las matemáticas en la vida diaria y aprender desde su propia necesidad.",ABP,Resultados positivos,El desarrollo social del alumno,Comprensión del mundo que los rodea,Reflexionar y comprender,"Recursos educativos (ej.. tecnología, fondos, etc.)",Estudiantes y padres,Abrir nuevos mundos para los estudiantes,Socialmente/en grupo,Liderado por el estudiante,Necesidades emergentes,I.E.  LA PRESENTACIÓN,,,,,,,,
10/16/2020 10:17:30,"Con el ánimo de hacer las sesiones de clases sincrónicas mas amenas, recientemente implementé que durante la toma de asistencia en vez de pedirles que confirmen con la palabra PRESENTE que comúnmente se suele utilizar, ellas deben decir el nombre de algún objeto, fruta, animal, color o dependiendo la temática a tratar, algún ejemplo que esté relacionado, la idea es que ninguna puede repetir algo que ya otra compañera haya mencionado, en caso de ser así, estas estudiantes son las primeras en participar durante la clase o socializar algo que esté pendiente para ese día. Esto permite que estén alerta, atentas, llegar puntuales a la reunión y sirve de abrebocas para los contenidos a tratar.",#asistenciadiferente,Resultados positivos,El desarrollo social del alumno,Habilidades de vida prácticas/pensando en futura empleabilidad,Aplicar lo aprendido haciendo cosas concretas,Las restricciones de tiempo,Maestros y rectores,Dar soporte emocional a los estudiantes,Socialmente/en grupo,Liderado por el estudiante,Necesidades emergentes,I.E.  LA PRESENTACIÓN,,,,,,,,
10/16/2020 10:18:18,"Genere un blog para el trabajo virtual con las estudiantes, donde pude montar guías explicativas, material de trabajo semana a semana, y generar videos elaborados por mi a partir de diapositivas que fueran llamativas, donde las estudiantes sintieran que estaban en clase conmigo.",Creando encuentro en la virtualidad,Resultados mixtos,Estimular el aprendizaje y transmitir prácticas,Comprensión del mundo que los rodea,Reflexionar y comprender,"Recursos educativos (ej.. tecnología, fondos, etc.)",Estudiantes y padres,Abrir nuevos mundos para los estudiantes,Socialmente/en grupo,Liderado por el estudiante,Necesidades emergentes,I.E.  LA PRESENTACIÓN,,,,,,,,
10/16/2020 10:19:40,"Hola compañero, hace algunos años vengo implementando un proyecto muy bonito, con el principal objetivo que los estudiantes mejoren su comportamiento y rendimiento académico, a través de la motivación constante. 
Consiste en acoger en el aula un nuevo integrante(Peluche) que tiene muchos valores, el llega de forma inesperada y los niños le deben poner un nombre, viene acompañado de un cuaderno donde en familia el estudiante responde varios interrogantes, especialmente porque lo pudo llevar a casa, está elección la realiza el grupo según el comportamiento y desempeño académico diario de los estudiantes, además puede realizar un dibujo o tomarse una foto que queda como recuerdo, al día siguiente regresa con el peluche a clase y comparte la experiencia consignada.
Para los niños es muy importante que sus compañeros lo seleccionen y cada día mejoran y hace lo posible para poder llevar a casa nuestro nuevo amigo y que su familia se sienta muy orgulloso de él. ",Pedagogía de la ternura. ,Resultados positivos,El desarrollo social del alumno,Comprensión del mundo que los rodea,Reflexionar y comprender,Las restricciones de tiempo,Estudiantes y padres,Dar soporte emocional a los estudiantes,Socialmente/en grupo,Liderado por el maestro,Necesidades emergentes,I.E.  LA PRESENTACIÓN,,,,,,,,
10/16/2020 10:21:05,"Durante clase de matemáticas en grado 4°B una de mis alumnas manifestó enfáticamente su sentir frente al área dejando en evidencia la apatía  desgano frente a cualquier actividad propuesta, a cada explicación de parte de la profesora solo decía para que escucharamos gas matemáticas. En un comienzo inquieto a todo el grupo, y la actitud de la profe fue de ignorarla. terminada la explicación el trabajo a desarrollar se le asigno a ella para que tomara en ese momento la función de monitora es decir en adelante lideraría las actividades partiendo de que explicara sus ejercicios realizados y orientara el trabajo de sus compañeras, en ese momento tan valioso de reconocimiento para ella fue el cambio total, desde ese momento cambio su actitud y en adelante sus resultados matemáticos destacables .","Quienes se valoran, identifican sus capacidades",Resultados positivos,Estimular el aprendizaje y transmitir prácticas,Habilidades de vida prácticas/pensando en futura empleabilidad,Reflexionar y comprender,Habilidades y capacitación,Estudiantes y padres,Abrir nuevos mundos para los estudiantes,Socialmente/en grupo,Liderado por el maestro,Necesidades emergentes,I.E.  LA PRESENTACIÓN,,,,,,,,
10/16/2020 10:23:16,"La importancia de leerles cuentos a los niños desde muy temprana edad permite que los estudiantes expresen sus ideas, sentimientos. Desde este ejercicios he logrado que mis estudiantes cada ves avancen en su formación diaria. El leer un cuento a las estudiantes relacionados con el tema de clase me ha permitido mejorar en ellas sus aprendizajes y también he logrado enriquecer mis practicas pedagógicas. En nuestra institución el plan lector tiene un gran papel en la formación de nuestras niñas.",La lectura transforma mundos.,Resultados positivos,Estimular el aprendizaje y transmitir prácticas,Comprensión del mundo que los rodea,Experimentar y crear,"Recursos educativos (ej.. tecnología, fondos, etc.)",Maestros y rectores,Dar soporte emocional a los estudiantes,Socialmente/en grupo,Liderado por el estudiante,Prácticas establecidas,I.E.  LA PRESENTACIÓN,,,,,,,,
10/16/2020 10:23:47,"Hablando con el colega sobre esta situación actual con la problemática del Covid 19 me preguntó ¿cómo me había ido con esta virtualidad? haciendo referencia al proceso de enseñanza - aprendizaje con mis estudiantes.
Compartiendo con él mi experiencia en este momento le conté varias cosas:
1. Al inicio fue bastante complicada la comunicación con mis estudiantes porque no estábamos acostumbrados a esta dinámica.
2. Al darnos cuenta que esta virtualidad se iba a extender ""tocó"" asumirla con un nuevo reto y una nueva dinámica de trabajo y esto nos ""obligó"" a aprender de esta virtualidad el uso de plataformas y de Tics que anteriormente en nuestra presencialidad no lo necesitábamos. Esto mismo ocurrió con las estudiantes.
3.  Esto nos llevó a resultados positivos como más responsabilidad por parte de las estudiantes, honestidad, autoaprendizaje, nuevos conocimientos (en cuanto a las herramientas tecnológicas que nos tocó aprender a manejar), adaptabilidad, reinvención, más toma de conciencia.
4. Nos llevó de otro lado a otros resultados no tan positivos como la pérdida de contacto directo con nuestras estudiantes que lo considero fundamental.
5. Aunque es una nueva modalidad e interesante el trabajo se ha ""triplicado"" y es un aula de aprendizaje más ""fría"", pero ha sido una experiencia muy interesante.

I.E. La Presentación.","""La virtualidad nos inavadió""",Resultados mixtos,Estimular el aprendizaje y transmitir prácticas,Comprensión del mundo que los rodea,Experimentar y crear,Habilidades y capacitación,La IE y la Secretaría,Ayudar a los estudiantes a alcanzar los objetivos,Socialmente/en grupo,,Necesidades emergentes,I.E.  LA PRESENTACIÓN,,,,,,,,
10/16/2020 10:24:53,"CUENTO DE LA VIDA REAL
En un congreso de educación del núcleo 933  estabamos reunidos escuchando la conferencia de un expositor muy interesante. Me correspondió un puesto muy alto en  el fondo del recinto, allá cerca a mi estaba un joven  cautivador y moderno con su cabello largo y algunos tatuajes. En cierto momento que dieron un espacio para hablar con los vecinos, actividad que planteó el expositor tuve la oportunidad de entablar conversa con el joven , al yo preguntarle dónde trabajaba  me dio el nombre de su institución muy conocida y apetecida en el sector, también me dijo el área que dictaba....oh sorpresa cuando me dice que dictaba la misma que yo dicto  ARTISTICA!!!! q UE MARAVILLA !!! pienso yo!!!  mi vida es el arte !! mi corazón se ensancha y me motivo a preguntarle que actividades hacía  en su  proceso...el me responde  con desdén las NORMALES, dibujos ,planas y ya..   y usted?? me pregunta!!!    yo  le respondo con ánimo y alegría!!  estamos trabajando con bastidores y  pintura!! por equipos de trabajo en clase , son encuentros que esperan con entusiasmo !!! le hicimos un cambio al programa para que ellas aprovechen estos espacios y pinten , manifiesten sus experiencias , incluso he descubierto que a algunas no les motivaban ya están inquietas frente al arte, continué y le comenté que una compañera había establecido una bitácora  excelente acción en el proceso, era algo diferente en la historia de la institución igualmente con los bastidores  que le dan a las estudiantes oportunidad de utilizar otras superficies!!! el profe asombrado  me dice  qué maravilla !!!! allí no podemos hacer eso ... vi en él compañero temor!  o no quería cambiar su modelo de clase...siempre quedé con esa inquietud ...siempre pienso mucho y me digo a mi misma ... Estoy loca!!!  a veces me salen unas ideas que surgen de un entusiasmo !!! pero me ha dado resultado en mis proyectos.
Creo que la vida se crea  dependiendo de los momentos de locura o de esa chispa que sale de nuestros corazones!! o nuestros pensamientos espirituales o es Dios que nos tiene en este plano con un propósito  divino para servir  a los demás.!
Dios nos ha mandado a este planeta con una maleta de valores  que tenemos que sacar  ponerlos a producir antes de volvernos a ir y terminar este camino  de felicidad.",LA CHISPA DEL SABER.    Cuento de la vida real.,Resultados positivos,Estimular el aprendizaje y transmitir prácticas,Habilidades de vida prácticas/pensando en futura empleabilidad,Aplicar lo aprendido haciendo cosas concretas,"Recursos educativos (ej.. tecnología, fondos, etc.)",Estudiantes y padres,Abrir nuevos mundos para los estudiantes,Socialmente/en grupo,Liderado por el maestro,Necesidades emergentes,I.E.  LA PRESENTACIÓN,,,,,,,,
10/16/2020 10:25:19,"Te cuento que un dia hablando con mis hijos, les comentê  que queria hacer una actividad divertida con mis niñas donde se disfrutaran mucho la clase .... y Felipe me preguntô ¨ mami ya jugaste kahoot con ellas ?
Nunca lo habia hecho........... y Fue una excelente idea !
 Me puse a la tarea de aprender y a las niñas les encantò , siempre quieren que juguemos en la clase de Ingles , nuestro kahoot ....
INSTITUCION EDUCATIVA LA PRESENTACION",ADRENALINA Y APRENDIZAJE,Resultados positivos,Estimular el aprendizaje y transmitir prácticas,Habilidades de vida prácticas/pensando en futura empleabilidad,Aplicar lo aprendido haciendo cosas concretas,"Recursos educativos (ej.. tecnología, fondos, etc.)",Maestros y rectores,Ayudar a los estudiantes a alcanzar los objetivos,Individual/independientemente,Liderado por el maestro,Prácticas establecidas,I.E.  LA PRESENTACIÓN,,,,,,,,
10/16/2020 10:33:22,"Antes de la pandemia, utilizaba -como todos mis compañeros- guías conceptuales y de implementación. Ya en la virtualidad me di cuenta de que necesitaba una traducción didáctica distinta a la que usaba en la presencialidad.  También me di cuenta de que necesitaba mejorar esas traducciónes según las edades de mis estudiantes y sus zonas de desarrollo próximo.  Todo esto por cuestiones de tiempo (pocos y cortos encuentros sincrónicos) y en razón de los medios didácticos disponibles.

Fue entonces cuando empecé a descomponer las guías en una suerte de fichas, cambiando el lenguaje, agregando datos, quitando cosas, agregando imágenes, poniendo muchos enlaces de documentos históricos, de sitios web, de trailers, películas y documentales. 

Esta manera de preparar los encuentros sincrónicos me ha permitido sistematizar apuntes, ampliar conocimientos, afianzar datos, descubrir nuevos recursos didácticos, variar mis antiguas escalas de prioridades temáticas y presentar materiales que antes no podía mostrar o compartir. 

A la hora de compartir este material con mis estudiantes, voy asignando responsabilidades entre mis alumnas: A una le pido que lea un fragmento, a otra le pido que cargue un trailer para que lo comparta con todas, otras comparten pantalla mostrando contenidos adicionales procedentes de otros enlaces, etc. 

De este modo busco que participe el mayor número posible de estudiantes, también compartiendo sus apuntes sobre algo que se explicó o escribiendo en el chat un simple ""sí"" o ""no"" o un simple ""de acuerdo"" o ""en desacuerdo"", etc. 

También les pido que escriban en el chat definiciones o que busquen en internet datos complementarios para hacer precisiones que yo no pude aportar en las fichas. 

Las estrategias evaluativas se han enriquecido también. Por ejemplo, para estudiar el siglo XX las estudiantes reprodujeron, en videos y fotos, escenas icónicas del cine en dicho siglo... Fue divertido ver, por ejemplo, la escena de ""Psicosis"" (Hitchcock) en la bañera o una escena de Cantiflas representada por una estudiante con su abuela...




",Pan (todo)-demos (pueblo)... Todo el pueblo... toda la gente participa. ,Resultados interesantes,Estimular el aprendizaje y transmitir prácticas,Comprensión del mundo que los rodea,Experimentar y crear,Las restricciones de tiempo,Estudiantes y padres,Abrir nuevos mundos para los estudiantes,Individual/independientemente,Liderado por el estudiante,Necesidades emergentes,I.E.  LA PRESENTACIÓN,,,,,,,,
10/16/2020 10:38:01,"¡Hola, compañero!, qué grato es conversar con usted y que me pregunte sobre estos asuntos educativos que en estos tiempos de pandemia están tan a la moda y que nos han llevado a los docentes tratar de innovar y recrear nuestro que hacer pedagógico.

Permítame empezar contándole que yo no tenía ni idea de manejar plataformas virtuales para darle clase a mis niñas y solo había tenido la oportunidad de hacerlo, cuando estudié en la universidad Fundación Universitaria del Área Andina y en la Universidad los Libertadores enviando trabajos como estudiante, porque antes estudiaba presencialmente y no había la necesidad de enviar trabajos virtualmente a la universidad. 

Empezar este proceso fue muy difícil y traumático ya que enfrentaba a algo desconocido e incierto para mí. Al principio estaba muy asustada, pero me animaba la idea de saber que podía continuar con el contacto visual con las chicas y las iba a poder ver todos los días, saber de ellas y continuar el trabajo escolar. 

Fue así como después de buscar tutoriales y estudiar con mis compañeras Carmencita,  Marleny. Heydi, tomé la decisión de trabajar por la plataforma de Zoom y empecé con mis niñas a dar clases virtuales. Para ello compré un tablero de acrílico, marcadores de tablero y borrador. Acondicioné mi casa en una sala de estudio, ubiqué una lámpara para mejorar la luz de la habitación y con todo el entusiasmo empecé a laborar con las niñas.

El primer día, mis niñas estaban muy expectantes y ansiosas igual que yo, las saludé, dimos gracias al Padre del Cielo por darnos la oportunidad de estar virtualmente juntas en clase y poder seguir aprendiendo. Amplié mi pantalla y con láminas y dibujos trabajé en el tablero y expliqué el tema. Mis chicas en sus cuadernos desarrollaban las actividades propuestas y con gran satisfacción las niñas expresaban que se sentían como en el salón de clase.

Los padres de familia de la institución también se sentían muy contentos, acompañados y apoyados por los docentes y expresaban con alegría el orgullo de pertenecer a nuestro colegio. Asisten siempre con las niñas a clase y también han aprendido algo de inglés, a quererlo y sentirlo como propio y necesario para todos. 

Es así entonces, como pudimos terminar el primer periodo, desarrollar dos más, y estar en la ejecución del presente periodo. Poco a poco se ha ido aplicando otras estrategias educativas para el desarrollo de las clases: desarrollo guías, presentación de vídeos, juegos interactivos, manejo de otras plataformas, entre otros. 

La experiencia ha sido muy linda porque hemos aprendido a trabajar más en grupo, a valorar más nuestros trabajos como maestros y compañeros del colegio, a amar más a nuestras chicas y reconocer que podemos hacer cualquier cosa por ellas y a amar más a Dios para que nunca nos deje solos en la vida y nos siga acompañando siempre. 

Gracias compañero por querer escuchar mi historia. 
", Maestro innovador  y recursivo,Resultados positivos,Estimular el aprendizaje y transmitir prácticas,Buenas bases de comprensión para futuros aprendizajes,Reflexionar y comprender,Habilidades y capacitación,Maestros y rectores,Abrir nuevos mundos para los estudiantes,Socialmente/en grupo,Liderado por el maestro,Necesidades emergentes,I.E.  LA PRESENTACIÓN,,,,,,,,
10/16/2020 10:55:56,"Durante la cuarentena y esta nueva forma de aprender, tele- trabajo o aprendiendo desde casa ""online"", los aprendizajes significativos y las experiencias han sido muy amplios, esta grata experiencia inicia el 16 de marzo, con el rumor de que ya ha llegado a nuestro país el Virus Covid 19, adelantando nuestro periodo o receso de vacaciones de mitad de año y entrando a un momento muy significativo que realmente dividió la historia de la educación y de nuestra existencia, como propuesta institucional se acordó el día 17 de marzo que se utilizarían el sitio web de la institución y la herramienta blogger para tener comunicación directa con las estudiantes, como ese día 17 estuve incapacitada no recibí ninguna instrucción para la creación de la herramienta y empieza mi reto.
Primero fue aprender a crear un blog online para mis estudiantes a través de un tutorial en YouTube, esa misma semana me matricule en un curso el cual tuvo una duración   de 2 meses en  la universidad Ceipa de Sabaneta el curso fue  "" Preparaciòn metodologica y recursos didácticos basado en Ed virtual"" y  todo el periodo de mis vacaciones fue invertido en este aprendizaje pues requería estar muy preparada para recibir mis estudiantes el 20 de abril,  en esta oportunidad dada por el Ceipa,  aprendí  a construir una guía virtual, diagnosticando necesidades, aprendí a preparar un curso virtual, que metodologías son mas usadas, a motivar estudiantes, aprendí que en la educación virtual, el protagonista es el alumno y aprendí como programar y desarrollar una clase sincrónica.
en este mundo de experiencias directas con  la tecnología y el internet tuve la posibilidad de practicar directamente con diferentes herramientas tan útiles para mis próximas clases virtuales, entre ellas:  canva, padlet, genially, mindomo, pixton, kahoo, edpuzzle, screencast, trello y muchas mas Apps QUE HAN SIDO FUNDAMENTALES para dictar la materia que amo, en este nuevo proceso y reto que me ha puesto la vida.
A través de mi motivación y basada en la metodología de auto-aprendizaje tome la decisión de aprender a usar la aplicación classroom de la G-suite de google, pues me parecía mucho mas útil y fácil el manejo no solo para mi, sino para mis estudiantes y asì fue, con una excelente guía virtual donde las estudiantes interactuaban en cada uno de los entregables con nuevas aplicaciones en linea, clases muy bien programadas y visualización de fechas de entrega de cada uno de los entregables online, ademas toda la ilusión, recibí las estudiantes aquel 20 de Abril, pensando en lo bien preparada que estaba, las recibo y primer dificultad, eran muchas conectadas y varias de ellas no pudieron entrar a la presentación de mi guía virtual.
Ahí todos aprendimos que debíamos trabajar por grados.
Pasadas dos semanas las estudiantes a través de su directora de grupo se quejan de mi metodología, el rector me hace un llamado y una madre de familia también hace su comentario a través del correo,  siempre he usado plataformas virtuales en mi enseñanza aprendizaje, pues amo la tecnología y siento que ha llegado a facilitarnos la vida porque no aprovecharla? sin importar las dificultades continué mi camino, tratando de hacer todo muy bien y que mis estudiantes aprendieran aprovechando que el 100% de ellas tienen conexión, en mis clases les explique y recalque la importancia de aprender y no perder nuestro norte aunque las circunstancias fueran diferentes.
Ahora no hay muchas inconformidades y me siento muy feliz, pues desde  Marzo 17 no paro de aprender y de enseñar siento que ha sido muy productivo este break que he tomado en mi vida personal y  profesional  y sigo preparándome para lo que venga lo importante es continuar vivos y saludables.
Finalmente puedo agregar que las horas extras de trabajo que paso frente al computador han sido tan interesantes, pues antes pasaba varias en las redes sociales,  ahora el tiempo no me da para entrar a ellas, mi meta esta en que mis estudiantes aprendan y que queden muy satisfechas al recibir sus feedback.",#quebuenaexperiencia,Resultados positivos,Estimular el aprendizaje y transmitir prácticas,Habilidades de vida prácticas/pensando en futura empleabilidad,Aplicar lo aprendido haciendo cosas concretas,Habilidades y capacitación,Estudiantes y padres,Abrir nuevos mundos para los estudiantes,Socialmente/en grupo,Liderado por el maestro,Necesidades emergentes,I.E.  LA PRESENTACIÓN,,,,,,,,
10/22/2020 14:56:11,"Si. Empleé una estrategia investigativa, es decir que cada estudiante o grupo de estudiantes realizaría un proyecto de investigación de cualquier tema de su interés. Lo que observé fue una respuesta positiva por parte de los estudiantes los cuales eligieron como temas de investigación la salud, la tecnología y los derechos humanos, con lo cual me di cuenta de sus intereses.",#investigaciónescolar,Resultados interesantes,Estimular el aprendizaje y transmitir prácticas,Comprensión del mundo que los rodea,Experimentar y crear,"Recursos educativos (ej.. tecnología, fondos, etc.)",Maestros y rectores,Abrir nuevos mundos para los estudiantes,Individual/independientemente,Liderado por el estudiante,Prácticas establecidas,I.E. JUAN DE DIOS COCK,,Felicidad,De vez en cuando,Innovación / creatividad,10,Hombre,40 a 49,Universitario
10/22/2020 15:01:26,La escuela laica,#escuelaica,Resultados interesantes,Estimular el aprendizaje y transmitir prácticas,Comprensión del mundo que los rodea,Reflexionar y comprender,Habilidades y capacitación,La IE y la Secretaría,Abrir nuevos mundos para los estudiantes,Individual/independientemente,Liderado por el estudiante,Prácticas establecidas,I.E. JUAN DE DIOS COCK,,Felicidad,Con Frecuencia,Liderazgo,5,Hombre,30 a 39,Postgrado
10/22/2020 15:05:20,"Estábamos en clase de educación física en la cancha de las Esmeraldas y ya había acabado la sesión y nos dirigíamos a la institución educativa; uno de los alumnos más necios vi que se quedó de último y cuando yo estaba en la acera una piedra voló desde atrás y rompió el vidrio trasero de uno de los carros que resultó ser de uno de los docentes del colegio.
Yo sabía que era aquel pilluelo el causante de ese daño y lo confronté pero lo negó todo, inmediatamente lo llevé a rectoría, expuse lo sucedido, llamaron al acudiente y siguió negando todo, incluso la acudiente me recriminó por que yo no tenía pruebas para incriminar a su hijo. Afortunadamente el carro tenía seguro y pagó los daños. 
Como no se le pudo comprobar nada a aquel pilluelo, nada pasó y quedé con la sensación de que como es usual en el país y el mundo, la impunidad manda al mundo.",Mundo impune,Resultados negativos,El desarrollo social del alumno,Habilidades de vida prácticas/pensando en futura empleabilidad,Experimentar y crear,"Recursos educativos (ej.. tecnología, fondos, etc.)",Estudiantes y padres,Dar soporte emocional a los estudiantes,Socialmente/en grupo,Liderado por el maestro,Prácticas establecidas,I.E. JUAN DE DIOS COCK,,Rabia,De vez en cuando,Cómo resolver conflictos,6,Hombre,40 a 49,Universitario
10/22/2020 15:07:25,INTERESES MIXTOS,ACCIDENTE EN EL PARQUE,Resultados mixtos,El desarrollo social del alumno,Comprensión del mundo que los rodea,Experimentar y crear,Habilidades y capacitación,La IE y la Secretaría,Ayudar a los estudiantes a alcanzar los objetivos,Socialmente/en grupo,Liderado por el estudiante,Prácticas establecidas,I.E. JUAN DE DIOS COCK,,Felicidad,Con Frecuencia,El trabajo en equipo,3,Mujer,50 a 59,Universitario
